PM2.5,PM10,NO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,SolarRadiation,Pressure
23.6,37.6,15.4,0.34,36.0,122.0,26.1,82,1.8,0.0,1007.6
23.3,36.9,19.1,0.358,32.0,120.0,26.1,83,4.8,0.0,1008.2
22.8,36.0,24.2,0.383,26.0,120.0,26.5,80,4.0,51.0,1009.0
19.1,30.7,28.3,0.4,24.0,120.0,27.4,75,5.8,249.0,1009.6
16.0,25.9,26.6,0.386,32.0,120.0,28.4,71,6.1,473.0,1010.1
17.0,27.1,22.6,0.357,45.0,118.0,29.5,65,6.9,635.0,1010.0
20.2,31.7,17.6,0.321,65.0,116.0,30.5,60,9.7,771.0,1009.4
22.4,34.6,15.2,0.302,86.0,114.0,31.1,56,13.4,807.0,1008.5
25.1,38.5,13.2,0.285,109.0,110.0,31.1,56,17.1,716.0,1007.6
26.1,40.2,12.8,0.269,126.0,114.0,30.5,57,18.3,527.0,1006.9
24.5,37.8,15.4,0.261,116.0,106.0,30.8,56,18.5,622.0,1006.6
21.7,33.8,19.6,0.257,95.0,104.0,30.3,58,18.8,468.0,1006.7
17.6,28.8,22.8,0.248,61.0,102.0,29.6,62,17.3,241.0,1007.0
16.7,27.4,26.5,0.306,50.0,100.0,28.8,66,14.3,43.0,1007.5
18.1,29.3,31.9,0.389,35.0,100.0,28.6,68,11.5,0.0,1008.0
20.5,32.7,36.8,0.491,19.0,100.0,28.4,69,10.0,0.0,1008.7
22.8,36.0,37.2,0.551,15.0,98.0,28.2,70,8.4,0.0,1009.1
24.6,38.6,36.0,0.604,16.0,98.0,28.0,71,7.8,0.0,1009.0
25.3,39.8,32.3,0.632,19.0,98.0,27.8,71,6.7,0.0,1008.9
24.9,39.3,27.9,0.598,23.0,98.0,27.5,72,6.3,0.0,1008.6
24.6,39.1,22.0,0.531,28.0,98.0,27.2,73,5.9,0.0,1008.1
24.9,39.6,15.5,0.447,34.0,98.0,27.0,73,6.0,0.0,1007.4
25.4,40.4,12.6,0.407,37.0,98.0,26.8,73,5.6,0.0,1007.2
24.7,39.3,10.6,0.375,39.0,98.0,26.5,74,4.9,0.0,1007.2
22.2,36.1,9.9,0.315,41.0,98.0,26.3,76,5.0,0.0,1007.9
23.3,37.6,13.4,0.323,37.0,96.0,26.0,79,4.2,0.0,1008.8
22.9,37.0,18.2,0.336,32.0,96.0,26.3,78,5.2,51.0,1009.5
17.6,29.6,23.4,0.353,32.0,96.0,27.2,74,5.0,240.0,1010.2
18.5,30.9,24.9,0.371,40.0,96.0,28.5,68,5.4,474.0,1010.5
22.2,36.3,25.3,0.391,53.0,98.0,29.8,62,5.8,614.0,1010.4
27.3,43.9,24.1,0.397,73.0,98.0,31.2,56,7.3,778.0,1009.9
31.5,50.5,20.8,0.371,92.0,102.0,31.1,56,12.0,755.0,1009.0
33.1,52.7,16.0,0.329,113.0,104.0,30.0,61,16.9,566.0,1008.2
30.6,49.2,12.2,0.281,126.0,114.0,30.7,59,16.4,789.0,1007.5
26.4,43.1,13.9,0.264,113.0,108.0,30.7,58,17.2,619.0,1007.0
22.1,36.7,17.9,0.255,89.0,110.0,30.7,57,17.7,449.0,1007.1
19.4,32.8,22.6,0.256,59.0,110.0,30.0,60,18.4,215.0,1007.4
17.9,30.4,23.7,0.281,51.0,110.0,29.2,64,15.9,40.0,1007.9
17.5,29.7,25.1,0.316,40.0,110.0,28.8,66,13.0,0.0,1008.5
17.3,29.3,25.6,0.349,29.0,110.0,28.5,68,10.1,0.0,1009.3
16.9,28.8,23.8,0.35,29.0,108.0,28.2,70,9.0,0.0,1009.7
16.8,28.5,20.7,0.34,32.0,108.0,28.0,71,8.5,0.0,1009.6
16.9,28.7,16.8,0.321,37.0,104.0,27.8,71,7.2,0.0,1009.3
17.5,29.4,14.4,0.305,39.0,102.0,27.6,72,7.8,0.0,1008.8
18.6,31.0,12.3,0.285,40.0,100.0,27.4,72,7.6,0.0,1008.4
19.9,32.7,10.4,0.27,41.0,98.0,27.2,73,8.9,0.0,1008.0
21.1,34.2,9.6,0.272,41.0,96.0,26.9,74,9.0,0.0,1007.7
22.2,35.9,9.3,0.282,40.0,94.0,26.6,76,8.0,0.0,1007.9
19.7,32.8,6.5,0.211,43.0,94.0,26.2,78,7.3,0.0,1008.2
20.8,34.5,10.8,0.242,39.0,92.0,25.9,80,6.9,0.0,1009.0
20.8,34.5,16.8,0.287,34.0,92.0,26.1,79,7.1,50.0,1009.8
19.3,32.5,22.5,0.333,34.0,90.0,26.9,75,7.0,176.0,1010.4
20.3,33.8,22.9,0.346,45.0,92.0,28.2,68,7.6,374.0,1010.6
23.1,38.0,21.2,0.348,62.0,92.0,29.9,60,8.7,639.0,1010.4
26.0,42.1,18.5,0.338,84.0,92.0,31.5,54,10.4,769.0,1009.7
28.0,44.9,15.9,0.316,100.0,92.0,32.5,50,12.1,875.0,1008.6
27.0,43.1,12.9,0.283,116.0,102.0,33.1,49,13.8,889.0,1007.6
26.3,41.8,11.6,0.253,128.0,118.0,33.3,49,16.8,809.0,1006.8
25.3,40.5,14.6,0.252,123.0,110.0,32.7,52,17.9,659.0,1006.3
24.1,39.0,19.8,0.262,111.0,94.0,31.7,56,17.2,393.0,1006.5
25.1,41.6,22.8,0.262,91.0,88.0,30.8,61,19.6,160.0,1006.3
25.8,43.1,23.5,0.286,89.0,90.0,29.7,65,16.9,39.0,1006.8
26.5,44.4,24.5,0.319,87.0,92.0,29.3,67,15.0,0.0,1007.5
26.6,44.6,25.0,0.353,83.0,96.0,29.0,68,10.4,0.0,1008.3
26.0,43.7,24.2,0.363,80.0,98.0,28.9,69,9.7,0.0,1008.9
25.6,43.0,22.9,0.365,76.0,102.0,28.6,70,8.9,0.0,1008.6
25.0,41.7,20.0,0.352,73.0,104.0,28.3,70,8.3,0.0,1008.5
24.2,40.2,16.6,0.321,73.0,106.0,28.1,71,9.7,0.0,1008.0
23.7,39.3,12.4,0.277,75.0,110.0,28.0,72,11.6,0.0,1007.4
24.5,40.2,8.1,0.233,76.0,110.0,27.7,74,8.8,0.0,1007.2
24.1,39.1,6.9,0.225,75.0,112.0,27.4,75,9.4,0.0,1006.9
24.4,39.3,6.8,0.229,73.0,114.0,27.2,77,8.1,0.0,1006.8
22.6,37.1,7.3,0.19,58.0,114.0,26.7,79,8.1,0.0,1007.2
22.9,37.4,11.9,0.232,51.0,116.0,26.3,82,8.6,0.0,1008.1
22.6,36.6,18.4,0.292,41.0,116.0,26.4,81,8.3,51.0,1008.9
21.9,35.4,24.6,0.355,38.0,116.0,27.4,75,6.7,255.0,1009.5
22.5,36.2,24.9,0.373,51.0,118.0,28.9,68,5.2,433.0,1009.7
24.3,38.9,23.0,0.376,72.0,118.0,30.5,59,7.6,593.0,1009.3
28.1,44.7,20.3,0.366,96.0,118.0,32.1,50,9.8,663.0,1008.6
31.3,49.7,18.8,0.343,107.0,120.0,33.0,48,13.0,764.0,1007.3
30.0,48.0,17.2,0.309,115.0,120.0,33.4,48,16.3,804.0,1006.0
26.8,43.4,17.0,0.277,118.0,120.0,32.7,51,19.4,581.0,1004.9
24.4,39.8,20.0,0.274,110.0,120.0,31.7,56,22.4,374.0,1004.6
21.8,36.0,24.5,0.281,96.0,120.0,31.4,57,22.8,349.0,1004.7
24.2,39.3,28.4,0.305,64.0,120.0,30.5,60,19.9,225.0,1005.2
25.1,40.9,31.9,0.363,59.0,120.0,29.5,63,17.3,29.0,1005.8
27.0,43.5,36.7,0.445,53.0,120.0,29.3,64,15.5,0.0,1006.4
28.8,46.3,40.5,0.531,47.0,120.0,29.2,66,14.0,0.0,1007.3
29.7,47.6,39.2,0.555,47.0,120.0,29.1,66,11.5,0.0,1007.6
29.9,47.8,35.7,0.559,49.0,120.0,29.0,66,14.0,0.0,1007.4
30.0,48.0,30.0,0.55,52.0,120.0,28.8,67,14.7,0.0,1006.9
29.0,46.3,25.3,0.533,53.0,120.0,28.7,67,12.5,0.0,1006.3
29.2,46.1,20.0,0.506,55.0,122.0,28.7,69,11.2,0.0,1005.6
29.8,46.9,14.6,0.471,56.0,122.0,28.5,72,11.2,0.0,1005.1
30.0,47.1,12.6,0.448,56.0,122.0,27.8,77,11.8,0.0,1004.8
29.6,46.3,11.9,0.426,56.0,122.0,27.9,77,9.4,0.0,1005.0
23.3,37.7,14.6,0.271,52.0,122.0,28.1,74,8.1,0.0,1005.4
23.3,37.5,25.4,0.339,43.0,122.0,27.9,75,5.2,0.0,1005.9
24.5,38.6,40.5,0.435,31.0,122.0,27.8,75,4.0,4.0,1006.8
25.6,39.7,53.6,0.527,23.0,122.0,27.4,77,5.8,13.0,1007.5
24.4,37.6,51.3,0.537,31.0,124.0,27.6,76,5.8,50.0,1007.8
25.4,38.6,43.0,0.518,46.0,124.0,28.7,69,9.1,232.0,1007.6
26.3,40.6,31.6,0.466,65.0,124.0,29.0,67,12.1,248.0,1006.6
26.7,41.2,25.2,0.403,74.0,124.0,31.2,55,14.8,757.0,1005.4
21.4,33.4,19.0,0.321,82.0,122.0,31.8,52,18.6,763.0,1004.2
20.8,32.7,14.1,0.239,85.0,122.0,31.3,52,18.4,524.0,1003.7
21.2,34.2,15.2,0.222,79.0,122.0,30.4,56,19.0,262.0,1003.5
19.8,32.8,19.1,0.227,69.0,122.0,29.4,60,17.6,81.0,1003.8
15.4,27.0,18.4,0.212,64.0,122.0,29.0,62,12.5,14.0,1004.2
15.4,26.9,17.6,0.227,61.0,122.0,28.8,64,13.0,3.0,1004.6
15.8,27.3,16.5,0.248,56.0,120.0,28.8,65,12.3,0.0,1005.3
16.5,28.4,14.6,0.261,51.0,118.0,28.5,68,11.8,0.0,1006.0
16.8,28.7,12.6,0.247,50.0,114.0,28.5,66,10.8,0.0,1006.4
16.0,27.6,10.3,0.219,50.0,110.0,28.3,68,11.8,0.0,1006.3
14.9,25.7,7.8,0.186,53.0,106.0,28.1,68,12.9,0.0,1006.1
14.1,24.6,6.6,0.167,58.0,100.0,27.6,70,12.5,0.0,1005.5
14.2,24.9,5.9,0.15,64.0,96.0,27.2,72,12.0,0.0,1004.8
15.4,26.1,5.4,0.146,72.0,90.0,27.3,72,9.9,0.0,1004.3
18.4,29.9,4.6,0.162,78.0,86.0,27.1,74,7.4,0.0,1003.9
20.4,32.0,3.7,0.191,85.0,82.0,26.9,76,6.9,0.0,1003.9
16.0,26.3,4.4,0.163,72.0,80.0,27.0,76,5.2,0.0,1004.1
16.1,25.8,9.8,0.202,66.0,78.0,26.9,77,5.4,0.0,1004.6
18.0,28.5,17.5,0.259,59.0,76.0,26.9,77,3.7,9.0,1005.2
20.7,32.6,25.1,0.329,54.0,76.0,26.8,80,6.2,32.0,1005.7
25.0,38.8,26.3,0.372,60.0,76.0,27.2,77,7.3,58.0,1006.1
32.7,49.1,25.3,0.411,70.0,76.0,27.5,75,7.1,62.0,1006.0
33.5,50.1,23.3,0.44,84.0,76.0,27.4,75,4.8,85.0,1005.5
31.1,45.9,22.0,0.433,91.0,78.0,27.5,75,7.0,120.0,1004.4
27.0,39.8,20.5,0.409,97.0,78.0,27.5,76,9.7,198.0,1003.4
21.5,32.1,18.7,0.371,103.0,84.0,27.8,74,11.2,303.0,1002.7
17.1,26.7,18.0,0.341,105.0,86.0,28.3,72,11.5,381.0,1002.5
16.6,27.1,17.5,0.307,106.0,88.0,28.2,72,10.4,279.0,1002.9
17.4,28.6,18.1,0.27,87.0,78.0,27.6,76,8.2,90.0,1003.6
17.2,28.5,17.7,0.279,87.0,78.0,27.2,79,9.7,29.0,1004.2
16.9,28.2,17.1,0.293,86.0,78.0,26.9,81,10.1,0.0,1005.1
16.6,27.6,16.0,0.304,86.0,78.0,26.8,80,10.3,0.0,1006.0
16.2,26.9,14.8,0.304,86.0,78.0,26.7,81,11.6,0.0,1006.6
16.5,27.4,13.2,0.299,86.0,78.0,26.5,82,13.5,0.0,1006.7
15.9,26.4,11.9,0.286,86.0,78.0,26.3,82,15.0,0.0,1006.3
15.8,26.4,12.1,0.27,85.0,80.0,26.3,82,15.2,0.0,1005.8
15.9,26.4,12.8,0.249,84.0,80.0,26.2,82,15.5,0.0,1005.2
16.1,26.7,13.4,0.226,81.0,80.0,26.0,83,14.7,0.0,1004.9
16.3,27.0,12.3,0.21,79.0,80.0,25.9,85,15.8,0.0,1004.8
16.3,27.1,10.6,0.196,77.0,80.0,26.0,86,19.1,0.0,1004.8
18.2,29.7,11.2,0.221,80.0,78.0,25.9,86,19.6,0.0,1005.4
18.7,30.4,16.7,0.259,72.0,80.0,25.9,86,17.6,0.0,1006.2
19.6,31.5,24.5,0.313,62.0,80.0,26.4,83,18.8,28.0,1007.1
19.7,31.9,31.4,0.368,54.0,80.0,26.6,82,20.9,119.0,1007.9
20.8,33.6,30.4,0.38,59.0,80.0,27.3,79,20.3,344.0,1008.3
22.6,36.6,26.5,0.377,69.0,78.0,27.7,76,21.3,404.0,1008.1
24.6,39.7,21.6,0.368,84.0,78.0,28.5,71,17.8,326.0,1007.6
29.7,47.4,19.8,0.361,99.0,80.0,29.8,62,14.2,650.0,1006.9
32.1,51.1,18.5,0.352,115.0,100.0,30.1,60,15.0,592.0,1006.3
31.8,50.6,18.8,0.34,125.0,114.0,29.3,63,17.1,377.0,1005.8
27.4,44.0,21.7,0.33,115.0,100.0,29.2,63,15.8,297.0,1005.5
23.9,38.9,26.2,0.32,95.0,80.0,29.2,63,14.4,257.0,1005.6
18.2,28.8,36.5,0.343,48.0,82.0,28.5,69,13.2,184.0,1006.2
17.0,27.4,37.7,0.367,43.0,82.0,27.5,76,11.7,19.0,1006.6
17.3,27.9,39.5,0.401,37.0,82.0,27.5,77,10.2,0.0,1007.1
18.2,29.3,40.8,0.439,30.0,82.0,27.3,78,9.8,0.0,1007.9
19.0,30.0,40.3,0.459,29.0,82.0,27.0,81,8.2,0.0,1008.3
20.3,31.9,39.1,0.475,29.0,84.0,27.0,81,8.7,0.0,1008.1
18.9,29.6,35.8,0.467,31.0,86.0,26.3,86,10.1,0.0,1007.9
17.2,27.1,31.2,0.422,33.0,86.0,26.0,87,9.8,0.0,1007.6
15.7,24.6,25.5,0.355,35.0,86.0,25.8,87,10.6,0.0,1007.1
13.9,21.8,18.7,0.274,38.0,86.0,25.7,88,12.3,0.0,1006.8
12.3,19.3,15.2,0.233,39.0,86.0,25.5,88,12.5,0.0,1006.7
11.3,17.7,12.5,0.201,40.0,84.0,25.6,87,12.3,0.0,1006.9
13.0,20.5,11.3,0.201,43.0,82.0,25.5,87,11.2,0.0,1007.5
13.1,20.4,16.8,0.255,37.0,82.0,25.3,87,10.4,0.0,1008.4
13.3,20.4,24.5,0.331,28.0,80.0,25.7,85,10.6,43.0,1009.3
15.5,23.5,31.4,0.405,24.0,78.0,26.3,82,11.9,188.0,1010.1
16.6,25.0,30.6,0.411,32.0,78.0,27.0,78,12.4,349.0,1010.5
17.3,26.1,26.8,0.392,47.0,78.0,27.6,75,11.9,471.0,1010.3
21.8,32.9,21.8,0.366,71.0,76.0,28.6,70,13.6,645.0,1009.6
28.5,42.8,19.2,0.357,96.0,76.0,29.3,67,14.9,819.0,1008.6
32.8,49.6,16.8,0.349,125.0,114.0,29.5,65,15.3,797.0,1007.6
32.2,48.8,15.9,0.338,145.0,126.0,29.5,64,14.7,690.0,1006.7
29.0,44.1,18.3,0.322,130.0,120.0,29.4,64,13.7,556.0,1006.4
23.3,35.7,22.5,0.305,99.0,80.0,29.4,63,12.8,393.0,1006.7
27.0,41.8,35.5,0.387,87.0,76.0,29.0,65,11.7,198.0,1007.4
25.4,39.5,40.1,0.442,71.0,78.0,28.4,68,9.9,32.0,1008.1
25.7,39.9,46.8,0.521,49.0,78.0,28.2,70,7.4,0.0,1009.0
27.7,42.8,55.7,0.644,24.0,80.0,28.0,72,4.8,0.0,1010.0
31.1,47.8,62.0,0.759,14.0,84.0,27.8,73,3.4,0.0,1010.4
36.0,54.6,68.2,0.889,8.0,88.0,27.6,74,1.8,0.0,1010.4
38.8,58.6,74.4,1.014,3.0,92.0,27.3,75,2.2,0.0,1010.1
39.7,59.6,76.2,1.037,1.0,100.0,27.1,76,1.8,0.0,1009.5
41.9,62.9,76.2,1.021,1.0,108.0,26.8,77,2.2,0.0,1008.7
44.7,67.1,76.2,0.996,1.0,116.0,26.6,78,1.3,0.0,1008.3
47.1,70.3,77.4,0.992,0.0,122.0,26.4,79,1.8,0.0,1008.3
49.0,73.1,78.9,0.988,0.0,124.0,26.2,80,2.9,0.0,1008.6
45.3,67.8,67.2,0.892,6.0,126.0,25.9,81,3.9,0.0,1009.2
45.5,68.5,66.6,0.891,8.0,128.0,25.7,82,5.1,0.0,1010.0
50.5,75.7,65.8,0.889,12.0,130.0,25.9,81,5.4,44.0,1010.7
47.1,71.2,64.8,0.889,27.0,132.0,26.9,76,6.2,198.0,1011.2
49.6,75.0,65.5,0.898,50.0,134.0,28.3,68,4.0,414.0,1011.4
57.6,86.1,66.7,0.91,80.0,138.0,29.8,60,1.0,595.0,1011.2
75.0,111.1,63.5,0.901,129.0,140.0,31.5,52,2.3,788.0,1010.5
88.0,129.9,52.8,0.861,184.0,144.0,32.3,50,6.0,804.0,1009.5
81.7,121.1,38.0,0.802,247.0,162.0,32.5,50,9.3,795.0,1008.5
72.2,108.7,24.0,0.714,294.0,176.0,32.4,51,12.8,741.0,1007.7
66.8,101.7,23.6,0.64,272.0,170.0,31.7,54,15.9,587.0,1007.2
58.6,90.3,28.1,0.56,218.0,156.0,30.8,58,16.5,361.0,1007.3
38.0,60.1,26.5,0.423,150.0,158.0,29.8,63,15.3,161.0,1007.7
29.8,48.2,28.7,0.421,127.0,158.0,29.1,67,15.1,25.0,1008.3
27.6,44.8,31.8,0.418,94.0,160.0,28.9,70,14.1,0.0,1009.0
26.6,43.1,34.8,0.419,60.0,160.0,28.8,71,12.0,0.0,1009.8
27.7,44.4,35.2,0.429,51.0,160.0,28.7,72,8.3,0.0,1010.0
31.0,48.8,34.7,0.444,50.0,158.0,28.5,73,6.1,0.0,1009.8
34.5,53.6,33.5,0.458,51.0,158.0,28.3,73,3.8,0.0,1009.3
36.8,56.5,32.3,0.456,50.0,158.0,28.1,74,1.5,0.0,1008.8
39.6,60.1,30.9,0.449,50.0,158.0,27.9,75,0.8,0.0,1008.2
41.3,62.4,29.2,0.443,50.0,158.0,27.6,76,2.6,0.0,1007.7
43.2,65.0,28.2,0.442,49.0,158.0,27.3,77,3.3,0.0,1007.4
44.6,66.6,27.4,0.443,48.0,158.0,26.6,82,3.1,0.0,1007.3
49.4,74.0,31.8,0.521,43.0,158.0,26.6,82,5.5,0.0,1007.8
53.7,80.1,37.5,0.598,40.0,158.0,26.4,83,4.6,0.0,1008.6
58.1,86.1,45.5,0.708,37.0,158.0,26.7,82,3.5,45.0,1009.5
57.7,85.7,52.2,0.821,48.0,158.0,27.5,78,3.4,195.0,1010.1
60.1,88.9,51.0,0.846,78.0,160.0,28.6,72,4.3,355.0,1010.3
67.5,99.0,46.5,0.842,120.0,160.0,30.3,64,4.4,644.0,1009.8
72.9,106.6,39.7,0.825,180.0,160.0,31.9,56,4.3,783.0,1009.0
78.5,115.3,34.2,0.816,230.0,160.0,33.1,51,6.9,833.0,1008.0
75.0,111.1,28.1,0.802,284.0,172.0,33.4,50,9.1,767.0,1007.0
75.4,112.7,23.1,0.766,321.0,184.0,33.1,50,10.2,589.0,1006.3
71.2,107.3,23.8,0.713,300.0,178.0,32.1,54,8.0,294.0,1006.0
67.1,102.0,27.0,0.645,252.0,164.0,31.0,58,9.3,105.0,1006.2
44.8,68.9,32.5,0.501,151.0,160.0,30.4,61,8.8,51.0,1006.8
36.0,55.9,36.6,0.51,125.0,160.0,29.8,65,9.7,12.0,1007.4
33.1,51.6,42.5,0.523,88.0,162.0,29.5,66,7.6,0.0,1008.0
32.1,49.7,48.2,0.538,49.0,162.0,29.3,68,5.7,0.0,1008.6
35.5,53.7,49.5,0.55,39.0,162.0,29.2,69,4.9,0.0,1008.7
37.7,56.6,49.2,0.561,39.0,162.0,29.0,70,5.1,0.0,1008.6
39.3,58.4,46.5,0.556,42.0,164.0,28.7,71,2.7,0.0,1008.6
37.8,55.9,41.5,0.52,45.0,164.0,28.4,72,3.0,0.0,1008.2
37.5,55.4,34.5,0.468,51.0,164.0,28.1,73,2.9,0.0,1007.5
38.5,57.0,27.6,0.421,56.0,164.0,27.9,74,2.2,0.0,1007.0
41.8,61.5,26.3,0.422,55.0,164.0,27.8,74,1.4,0.0,1006.9
44.5,65.4,26.9,0.441,52.0,164.0,27.5,76,1.8,0.0,1006.9
24.9,37.0,18.7,0.353,62.0,164.0,27.1,75,4.2,0.0,1007.9
24.9,37.3,22.7,0.385,58.0,162.0,26.8,76,4.3,0.0,1008.8
27.6,41.0,28.4,0.432,54.0,160.0,27.1,74,4.7,40.0,1009.8
30.0,44.7,35.5,0.5,53.0,158.0,28.1,69,4.3,208.0,1010.7
33.8,49.8,39.8,0.557,60.0,156.0,29.5,64,3.2,433.0,1011.1
39.5,57.9,43.8,0.619,71.0,154.0,30.7,59,2.3,611.0,1010.9
47.0,68.5,46.8,0.679,91.0,152.0,31.6,57,3.9,764.0,1010.0
54.8,79.9,45.8,0.689,112.0,150.0,32.5,54,5.0,851.0,1008.9
59.0,86.4,43.0,0.68,138.0,148.0,32.8,52,7.8,844.0,1008.0
61.0,89.9,41.7,0.67,158.0,148.0,32.8,52,10.7,759.0,1007.2
60.1,88.9,44.0,0.67,154.0,146.0,32.3,54,12.1,549.0,1006.8
57.2,85.0,48.2,0.672,139.0,146.0,31.3,58,12.3,371.0,1007.1
29.3,44.6,28.8,0.417,76.0,146.0,31.0,61,8.8,198.0,1007.6
31.7,47.5,34.7,0.447,71.0,144.0,30.6,63,6.1,28.0,1008.1
32.4,47.6,43.0,0.489,63.0,144.0,29.6,68,3.7,0.0,1008.7
32.4,47.4,49.6,0.525,57.0,144.0,28.5,75,2.1,0.0,1009.3
33.4,48.8,46.8,0.519,60.0,144.0,29.0,72,1.6,0.0,1009.5
35.6,51.8,40.2,0.496,67.0,144.0,28.8,72,2.3,0.0,1009.2
37.6,54.4,31.8,0.463,74.0,144.0,28.2,75,4.4,0.0,1009.1
38.9,56.1,27.9,0.439,76.0,144.0,27.9,76,4.6,0.0,1008.8
37.7,54.2,24.7,0.414,76.0,144.0,27.5,77,4.3,0.0,1008.2
42.3,60.8,22.4,0.397,74.0,144.0,27.0,79,4.1,0.0,1007.9
48.1,68.9,22.3,0.403,71.0,144.0,27.0,79,5.4,0.0,1007.8
50.9,72.9,23.5,0.42,66.0,144.0,26.7,80,6.2,0.0,1007.8
58.0,83.8,28.4,0.564,54.0,144.0,26.5,79,4.7,0.0,1008.2
55.9,80.8,32.1,0.592,52.0,146.0,26.5,79,4.7,0.0,1009.0
59.4,85.7,37.3,0.633,50.0,148.0,26.9,76,4.4,44.0,1009.7
59.8,86.4,41.6,0.675,62.0,152.0,28.1,69,5.4,232.0,1010.6
59.6,86.1,40.4,0.686,91.0,154.0,29.6,62,5.8,446.0,1011.2
64.0,92.4,36.9,0.688,132.0,154.0,31.1,56,4.8,605.0,1011.0
69.6,100.1,31.9,0.681,184.0,156.0,31.0,57,3.2,502.0,1010.4
73.8,106.2,27.9,0.67,219.0,158.0,30.9,57,4.2,366.0,1009.3
73.8,107.1,23.5,0.653,253.0,164.0,30.9,58,4.0,316.0,1008.1
74.5,108.5,21.4,0.632,273.0,170.0,31.3,56,4.4,431.0,1006.9
71.5,105.5,24.8,0.613,254.0,164.0,32.3,53,5.1,531.0,1006.3
65.7,97.6,31.1,0.594,216.0,162.0,32.4,53,6.3,423.0,1006.2
54.2,82.4,34.2,0.55,146.0,162.0,31.8,57,5.2,202.0,1006.7
51.5,80.1,36.9,0.624,154.0,164.0,30.8,61,4.9,27.0,1007.2
57.6,90.1,40.7,0.729,165.0,166.0,30.2,63,6.3,0.0,1007.8
59.4,92.2,45.0,0.823,166.0,168.0,29.5,65,7.3,0.0,1008.5
55.4,84.3,47.2,0.823,144.0,168.0,29.0,66,7.4,0.0,1008.7
48.5,71.2,48.9,0.786,110.0,170.0,28.8,67,7.6,0.0,1008.5
49.8,71.5,47.8,0.706,74.0,172.0,28.5,69,8.5,0.0,1008.3
46.4,66.4,42.2,0.616,67.0,172.0,28.2,70,8.4,0.0,1008.0
39.6,56.7,33.8,0.505,68.0,172.0,27.9,70,7.9,0.0,1007.6
35.5,50.9,25.1,0.393,71.0,172.0,27.6,70,7.4,0.0,1007.2
33.6,48.2,22.4,0.358,70.0,172.0,27.4,69,7.3,0.0,1007.1
32.9,47.1,21.5,0.352,69.0,172.0,27.1,69,7.5,0.0,1007.1
37.3,53.3,27.2,0.421,57.0,170.0,26.8,69,8.6,0.0,1007.6
37.6,53.8,34.8,0.52,49.0,168.0,26.4,69,8.7,0.0,1008.3
40.5,57.9,45.6,0.662,38.0,168.0,26.8,66,8.9,45.0,1009.0
46.0,65.9,60.0,0.845,36.0,166.0,28.1,60,9.4,233.0,1009.6
54.1,77.3,71.2,0.97,52.0,166.0,29.6,55,10.3,450.0,1010.0
65.7,94.1,82.8,1.09,77.0,164.0,31.0,51,11.4,651.0,1009.9
80.8,115.7,88.8,1.167,117.0,164.0,31.8,51,13.4,787.0,1009.3
91.3,130.4,78.3,1.101,155.0,166.0,32.1,52,11.9,851.0,1008.2
86.4,123.4,59.8,0.967,197.0,166.0,32.7,51,9.1,842.0,1007.1
88.0,126.2,44.0,0.832,232.0,168.0,33.1,51,7.2,759.0,1006.2
87.1,125.3,49.4,0.83,227.0,168.0,33.2,50,6.8,611.0,1005.7
81.3,116.4,63.0,0.871,204.0,170.0,33.0,50,6.8,415.0,1005.6
76.8,111.5,34.7,0.708,245.0,170.0,32.4,52,8.6,196.0,1006.4
78.2,113.9,42.4,0.752,216.0,172.0,31.4,56,8.9,26.0,1007.3
81.3,118.3,53.4,0.815,175.0,174.0,31.0,58,9.2,0.0,1007.8
83.6,121.1,64.9,0.886,126.0,176.0,30.7,57,10.0,0.0,1008.3
84.1,121.5,68.4,0.922,102.0,178.0,30.2,59,9.4,0.0,1008.8
83.4,119.7,69.3,0.948,84.0,180.0,29.6,63,8.0,0.0,1008.7
77.5,111.1,67.2,0.943,66.0,182.0,28.8,67,8.7,0.0,1008.5
71.2,102.0,62.0,0.885,59.0,184.0,28.4,68,8.2,0.0,1008.0
68.9,98.5,54.3,0.795,57.0,184.0,28.0,70,8.4,0.0,1007.3
67.5,96.6,45.2,0.689,55.0,186.0,27.6,71,8.6,0.0,1006.8
62.9,89.9,40.3,0.634,53.0,190.0,27.4,70,9.2,0.0,1006.5
59.0,84.5,36.5,0.591,52.0,190.0,27.3,69,9.3,0.0,1006.4
65.0,92.9,39.7,0.634,47.0,192.0,26.6,70,9.5,0.0,1006.9
59.3,84.8,43.2,0.666,43.0,194.0,26.3,69,9.2,0.0,1007.8
54.7,78.5,48.3,0.712,37.0,196.0,26.5,66,9.4,45.0,1008.8
52.7,75.7,52.7,0.752,42.0,196.0,27.7,58,10.3,244.0,1009.4
53.1,76.1,51.7,0.747,62.0,198.0,29.2,51,11.0,468.0,1009.7
55.1,78.9,48.7,0.725,92.0,198.0,30.6,43,12.5,661.0,1009.6
55.9,80.1,44.5,0.692,133.0,196.0,31.9,38,13.0,801.0,1009.0
56.3,80.8,41.0,0.663,166.0,194.0,32.4,37,12.1,866.0,1008.0
60.5,87.1,37.3,0.63,200.0,192.0,32.8,38,9.3,857.0,1006.7
64.0,92.0,38.8,0.624,227.0,190.0,33.2,38,6.1,773.0,1005.9
65.9,94.5,50.2,0.679,224.0,190.0,33.1,39,3.9,624.0,1005.3
68.5,98.3,67.1,0.766,206.0,188.0,33.0,40,6.8,424.0,1005.2
